Date,Salesperson,Customer Name,Car Make,Car Model,Car Year,Sale Price,Commission Rate,Commission Earned
27-10-2022,Sarah Ruiz,Rebecca Baker,Chevrolet,Civic,2011,16790,0.069679081,1169.91
20-06-2022,Debra Leonard,Cory Moody,Ford,Altima,2012,44186,0.126453581,5587.48
06-07-2022,Helen Mclean,Ashley Roberts,Toyota,Altima,2020,41842,0.106483196,4455.47
05-01-2023,Heidi Jones,Diana Parks,Ford,Silverado,2021,43553,0.144332045,6286.09
25-12-2022,Keith Moore,Clinton Stuart,Chevrolet,F-150,2011,34633,0.111640682,3866.45
04-08-2022,Shawn James,Alexandra Smith,Chevrolet,Civic,2010,45061,0.127176597,5730.7
31-12-2022,Robert Howell,Lisa Ayala,Ford,Corolla,2015,34955,0.103808026,3628.61
08-11-2022,Dr. Ryan Johnson,Mr. Brian Hoffman MD,Honda,Corolla,2018,21187,0.067530307,1430.76
31-08-2022,Veronica Parker,Derek Moreno,Nissan,Corolla,2017,49778,0.118765578,5911.91
24-10-2022,Regina Rosales,Oscar Moon,Chevrolet,Civic,2021,29007,0.052963593,1536.31
04-08-2022,Tanner Massey,Leslie Curry,Honda,Silverado,2015,19434,0.086871115,1688.25
26-08-2022,Ricardo Romero,Debra Hammond,Nissan,Corolla,2013,28737,0.127287679,3657.87
22-02-2023,John Jones,Stephanie Whitaker,Chevrolet,Corolla,2015,13236,0.115040987,1522.68
04-04-2023,Kurt Mueller,Dr. Robert Berger MD,Toyota,F-150,2017,47034,0.078901633,3711.06
01-09-2022,Angela Horne,Mary Morris,Ford,Civic,2016,10783,0.110706643,1193.75
03-06-2022,Elizabeth Brooks,Randy Rogers,Nissan,Civic,2020,47249,0.119207897,5632.45
26-11-2022,Mr. Don Neal DDS,Monica Murphy,Chevrolet,Civic,2021,30332,0.093948496,2849.65
29-05-2022,Glenn Ryan,Ashley Berg,Ford,Altima,2013,39190,0.104269271,4086.31
30-06-2022,Donald Ruiz,Keith Woods,Ford,Civic,2021,10511,0.149011121,1566.26
16-09-2022,Miss Meghan Williams,Diana Phillips,Toyota,Civic,2021,23367,0.146968422,3434.21
17-02-2023,Sean Foster,Jordan Gonzalez,Nissan,F-150,2021,29123,0.105313452,3067.04
31-05-2022,Julie Mejia,Rachel Torres,Ford,Corolla,2012,11066,0.13859053,1533.64
08-02-2023,Kathryn Osborne,Alicia Chavez,Nissan,Altima,2017,27817,0.099931107,2779.78
22-10-2022,Julie Herring,Nicholas Larson,Honda,Silverado,2018,44484,0.080089363,3562.7
23-03-2023,Crystal Adams,William Bryan,Toyota,F-150,2015,24098,0.071797809,1730.18
19-11-2022,Juan Douglas,James Christian,Honda,F-150,2018,18020,0.07739639,1394.68
25-10-2022,William Lowery,Robin Sims,Chevrolet,Civic,2017,40999,0.139177988,5706.16
28-02-2023,Stephanie Lewis,Brandon Miller,Chevrolet,Silverado,2016,34348,0.112561325,3866.26
21-01-2023,Anne Reyes,Bradley Williams,Honda,Silverado,2019,38249,0.1340271,5126.4
14-06-2022,Jose Rivera,Jennifer Martin,Honda,F-150,2016,34349,0.057480208,1974.39
10-12-2022,Christopher Ramirez,Riley Davis,Nissan,Altima,2021,49056,0.086238063,4230.49
16-02-2023,Jeffery Lee,George Pearson,Ford,Silverado,2021,20813,0.086829735,1807.19
28-12-2022,Gary Welch,William Small,Ford,F-150,2022,48171,0.063692881,3068.15
29-03-2023,Jennifer Ochoa,Samantha Ortega,Toyota,F-150,2012,13206,0.067100791,886.13
08-04-2023,Gerald Turner,Austin Myers,Chevrolet,F-150,2022,30330,0.063437183,1924.05
17-08-2022,Regina Reynolds,Ashley Rose,Ford,F-150,2020,47272,0.145210303,6864.38
27-09-2022,Megan Curtis,Monica Williams,Chevrolet,Silverado,2017,11086,0.101508135,1125.32
25-09-2022,Brittany Wright,Nicole Miller,Ford,Civic,2021,47174,0.141133773,6657.84
31-07-2022,Karina Jones,Christian Mcdonald DVM,Toyota,F-150,2016,36319,0.137720989,5001.89
24-08-2022,Michael Lam,Edwin Martin,Toyota,Altima,2019,42801,0.094382231,4039.65
30-04-2023,Cheryl Jones,Angela Wilson,Toyota,Corolla,2021,46857,0.054289208,2543.83
04-02-2023,Mary Fox,Luke Murray,Toyota,F-150,2019,27645,0.120208974,3323.18
08-01-2023,Julie Henderson,Troy Montgomery,Ford,Altima,2011,16966,0.116640249,1978.92
17-05-2022,Joseph Nguyen,William Newman,Nissan,Corolla,2020,20458,0.068555822,1402.52
08-02-2023,Tina Garcia,Paul Barrera,Toyota,Silverado,2011,32832,0.129950807,4266.54
26-11-2022,Deanna Richards,Sara Vasquez,Nissan,Silverado,2012,19671,0.143739114,2827.49
08-11-2022,Michelle Boyer,Angela Anderson,Nissan,Silverado,2022,19297,0.14055647,2712.32
24-10-2022,David Wells,Karen Trujillo,Honda,Corolla,2017,42328,0.075974588,3215.85
19-09-2022,William Griffin,Kimberly Carroll,Toyota,Corolla,2020,27073,0.140503181,3803.84
07-07-2022,Emma English,Alyssa Smith,Nissan,Civic,2012,42749,0.131690077,5629.62
16-02-2023,Michael Harding,Diana Mcbride,Toyota,Altima,2010,24485,0.106097745,2597.8
07-12-2022,Keith Lewis,Melissa Gibson,Honda,F-150,2013,15404,0.066602647,1025.95
15-01-2023,Anita Martin,Jose Kline,Toyota,Civic,2011,31442,0.062589352,1967.93
24-06-2022,Eric Watts,Jacqueline Mcdonald,Toyota,Civic,2012,47714,0.101727372,4853.82
12-02-2023,Michael Parker,Tyler Ford,Chevrolet,Silverado,2013,44835,0.067333511,3018.9
18-06-2022,Heather Frazier,Rose Macdonald,Honda,Silverado,2011,46203,0.104270238,4817.6
11-08-2022,Kathleen Knight,Charles Davis,Honda,Silverado,2021,15322,0.127233934,1949.48
22-05-2022,Steven Griffin,Tyler Chapman,Ford,Corolla,2015,11593,0.094755607,1098.5
18-02-2023,Joshua Webb,Cameron Hays,Honda,F-150,2012,27085,0.136051805,3684.96
19-01-2023,Paul Dawson,Sally Roy,Honda,Civic,2021,21491,0.062417776,1341.42
07-01-2023,Jennifer Erickson,Thomas Johnson,Ford,Civic,2019,40683,0.081303883,3307.69
04-01-2023,Michael Gilbert,Mr. Cameron Stafford PhD,Nissan,Civic,2020,20424,0.119927925,2449.41
17-09-2022,Elizabeth Reynolds,Candice Brown,Toyota,Civic,2016,46015,0.063872753,2939.1
13-01-2023,Lauren Roberts,Jason Chambers,Chevrolet,Civic,2019,16433,0.087660463,1440.52
27-12-2022,William Chandler,Eric Thompson,Ford,Altima,2018,10496,0.131942108,1384.86
05-08-2022,Joseph Brandt,Jose Gonzalez,Toyota,Corolla,2010,27005,0.068718393,1855.74
08-10-2022,Douglas Baker,Debra Moore,Nissan,Corolla,2015,37354,0.094470087,3528.84
10-01-2023,Robert Carson,William Moody,Honda,Silverado,2020,41291,0.102468494,4231.03
25-07-2022,Alyssa Wood,Joseph Day,Toyota,Corolla,2018,44894,0.104525004,4692.55
31-12-2022,Kelli Carter,Brittany Gibbs,Ford,F-150,2012,35920,0.115984423,4166.16
17-07-2022,Thomas Hines,Justin Smith,Ford,Corolla,2015,13070,0.077231849,1009.42
21-05-2022,Theresa Bender,Matthew Nguyen,Chevrolet,Civic,2014,12204,0.080683362,984.66
21-07-2022,Margaret Clark,Eric Russell,Honda,F-150,2018,31935,0.085291089,2723.77
18-07-2022,Joshua Dean,Ann Castro,Nissan,Altima,2016,49893,0.107503258,5363.66
04-05-2022,Patrick Bailey,Steven Walters,Ford,Altima,2019,36190,0.115496584,4179.82
10-10-2022,Rachel Griffin,Emily Yang,Chevrolet,Corolla,2015,49021,0.054474589,2670.4
12-01-2023,Jennifer Allen,Taylor Santos,Chevrolet,Corolla,2010,11295,0.070133034,792.15
06-10-2022,Marc Thompson,Kristopher Richard,Honda,Silverado,2014,15144,0.104468434,1582.07
31-01-2023,Kimberly Atkinson,Caitlin Miller,Honda,Silverado,2012,12330,0.104355005,1286.7
18-08-2022,Susan Hughes,Walter Martin,Nissan,Silverado,2013,48499,0.107385298,5208.08
03-02-2023,Gina Martinez,Todd Wagner,Toyota,Civic,2021,46692,0.053553283,2500.51
15-11-2022,Daniel Myers,Benjamin Harrington DDS,Ford,F-150,2018,45919,0.137601351,6318.52
26-11-2022,Jose Evans,Heather Young,Nissan,Civic,2014,46708,0.137174393,6407.14
26-11-2022,Christopher Knight,Michelle Miller,Toyota,Silverado,2018,46257,0.103393349,4782.67
03-05-2022,Mitchell Hurst,Christopher Hansen,Honda,F-150,2019,14720,0.111808278,1645.82
05-01-2023,Michael Short,Shannon Gonzalez,Honda,Altima,2020,14030,0.0881505,1236.75
04-09-2022,Peter Johnson,Michael Watts,Honda,Altima,2022,27230,0.063990816,1742.47
06-12-2022,Christopher Ramos,Morgan Macias,Ford,Civic,2018,20873,0.074447192,1553.94
08-06-2022,Makayla Huffman,Henry Quinn,Honda,F-150,2021,43796,0.129561413,5674.27
02-09-2022,Erica Adams,Adam Donaldson,Honda,Altima,2015,29940,0.068483806,2050.41
05-08-2022,Maria Benton,Jeffrey Gray,Ford,Corolla,2022,39435,0.111421588,4393.91
29-09-2022,Richard Moore,William Jordan,Honda,Corolla,2013,44038,0.138167027,6084.6
26-06-2022,Ricky Palmer,Amy Martin,Ford,Altima,2011,31604,0.090262567,2852.66
16-10-2022,Dustin Davis,David Rasmussen,Honda,Civic,2016,14918,0.103529185,1544.45
10-02-2023,Megan Ortiz,Craig Moyer,Toyota,F-150,2018,11750,0.102615919,1205.74
19-06-2022,Alexander Chandler,Joshua Martin,Chevrolet,Civic,2010,37161,0.095233321,3538.97
24-12-2022,Keith Stokes,Dale Cohen,Chevrolet,Civic,2013,25432,0.14293908,3635.23
06-03-2023,John King,Krista Meyer,Nissan,Altima,2015,13145,0.122704253,1612.95
30-04-2023,Cassandra Martinez,Randy Johnson,Ford,Corolla,2018,21797,0.086292245,1880.91
04-01-2023,Jill Olson,John Terry,Nissan,F-150,2021,34498,0.111321073,3840.35
18-03-2023,Paul Hill,Megan Owens,Honda,Corolla,2020,41986,0.094419264,3964.29
11-11-2022,Emily Thompson,Brandy Perry,Nissan,F-150,2013,21340,0.073282038,1563.84
04-02-2023,Emily Brown,Justin Wilson,Chevrolet,F-150,2019,30341,0.093818237,2846.54
08-01-2023,Todd Roach,Christopher Hernandez,Honda,Altima,2017,22894,0.065999893,1511
26-05-2022,Jennifer Moore,Christopher Morris,Nissan,Civic,2016,12616,0.139859084,1764.46
01-08-2022,David Goodwin,Jesus Davis,Toyota,Corolla,2017,14676,0.129554278,1901.34
15-11-2022,Travis Wood,Raymond Miller,Ford,Corolla,2014,19694,0.054043077,1064.32
08-02-2023,Mark Warner,Teresa Perez,Ford,F-150,2010,32423,0.149176541,4836.75
12-08-2022,Sherry Rodriguez,Samuel Boyer,Chevrolet,F-150,2019,48962,0.123508514,6047.22
09-03-2023,Willie Soto,Julie Harris,Chevrolet,F-150,2016,29172,0.064566419,1883.53
25-09-2022,Ashley Flores,Kevin Parsons,Ford,Civic,2022,41886,0.122564861,5133.75
28-04-2023,Amy Brown,Carmen Williams,Honda,Civic,2011,23425,0.064102362,1501.6
19-07-2022,Chelsea Garza,Joshua Campbell,Ford,F-150,2010,14840,0.135327587,2008.26
05-11-2022,James Mullins,Leslie Peterson,Honda,Civic,2020,13438,0.107256882,1441.32
28-02-2023,Cynthia Mann,Robert Smith,Nissan,Civic,2010,49638,0.147292584,7311.31
30-10-2022,Robin Donovan,Joyce Schmitt,Toyota,Silverado,2020,19572,0.080629879,1578.09
26-04-2023,Brooke Romero,Jamie Smith,Nissan,Silverado,2017,23175,0.110875864,2569.55
20-12-2022,Christie Ramsey,Melanie Hartman,Nissan,Civic,2017,34109,0.136417145,4653.05
29-07-2022,Justin Thompson,Sarah Ramirez,Toyota,F-150,2018,15272,0.062292024,951.32
27-12-2022,Victor Foley,Steven Matthews,Chevrolet,Corolla,2018,23348,0.06508546,1519.62
05-03-2023,Gordon Burns,Brian Parker,Ford,Silverado,2016,25435,0.08592383,2185.47
16-05-2022,Terry Sandoval,Carolyn Griffith,Toyota,F-150,2018,41360,0.098731327,4083.53
13-11-2022,Brian Singh,Michael Murphy,Ford,F-150,2010,39527,0.137719373,5443.63
26-03-2023,Michele Guzman,Laura Jones,Ford,Corolla,2018,10702,0.082246972,880.21
20-03-2023,John Burns,Joseph Fisher,Toyota,Altima,2010,28498,0.093447932,2663.08
24-06-2022,Jeremy Simpson,Dr. Debbie Parker,Toyota,Silverado,2013,23377,0.091126198,2130.26
13-01-2023,Jeremy Anderson,Nathan Johnson,Chevrolet,F-150,2016,11275,0.09420817,1062.2
15-03-2023,Felicia Steele,Bobby Cameron,Ford,F-150,2011,20133,0.051676222,1040.4
19-04-2023,Emily Riley,Charles Malone,Nissan,Civic,2017,45966,0.072692456,3341.38
19-11-2022,Jack Hill,Carla Burns,Honda,Corolla,2020,26683,0.086341834,2303.86
09-09-2022,Jeffery Hancock,Joshua Miller,Toyota,Civic,2012,15862,0.114976475,1823.76
20-08-2022,Lori Powell,Vicki Barber,Chevrolet,Civic,2014,19211,0.092886337,1784.44
15-04-2023,Devin Johnson,Amanda Ramirez,Honda,Corolla,2016,17984,0.124468443,2238.44
16-01-2023,David Landry,Barbara Taylor,Toyota,Corolla,2012,12097,0.143541457,1736.42
29-10-2022,Debra Turner,Joel Robles,Chevrolet,F-150,2017,35872,0.055183052,1979.53
02-12-2022,Justin Henry,Robert Brown,Chevrolet,Civic,2013,42559,0.079449275,3381.28
04-12-2022,Paula Brooks,Tina Key,Chevrolet,Silverado,2019,43476,0.067093907,2916.97
29-12-2022,Karen Smith,Adam Daniels,Honda,Civic,2011,48767,0.073852884,3601.58
09-07-2022,Robert Thompson,Bradley Todd,Honda,Altima,2019,20234,0.13377724,2706.85
19-10-2022,Samantha White,Monica Suarez,Chevrolet,Silverado,2020,16791,0.094568978,1587.91
10-07-2022,Melissa Donovan,Christian Lopez,Toyota,F-150,2017,26711,0.129201513,3451.1
26-11-2022,Deborah Miller,Sarah Kim,Ford,Corolla,2014,18624,0.056135199,1045.46
11-10-2022,Micheal Garner,Samantha Petersen,Nissan,Silverado,2016,12585,0.073907821,930.13
08-05-2022,Daniel Sexton,Lawrence Kim,Toyota,Altima,2020,18894,0.069147074,1306.46
18-12-2022,Melinda Williams,Laurie Simon,Ford,Civic,2019,28686,0.086316421,2476.07
19-04-2023,James Brown,Cody Adams,Toyota,Altima,2019,32775,0.141876701,4650.01
02-07-2022,Brian Holland,Manuel Watson,Honda,Silverado,2014,20776,0.102020157,2119.57
19-02-2023,Kelly Wilkinson,Johnny Gutierrez,Ford,Altima,2021,35662,0.072610249,2589.43
12-09-2022,Scott Hill,Joseph Hobbs,Nissan,Civic,2021,28884,0.141550268,4088.54
20-10-2022,Jennifer Lynn,Kent Gray,Ford,Silverado,2011,15433,0.076957162,1187.68
01-12-2022,Michelle Ponce,Jasmine Roberts,Ford,Altima,2018,27192,0.07447721,2025.18
24-04-2023,Patricia Schneider,Jessica Peterson,Toyota,Civic,2012,37914,0.105880092,4014.34
15-09-2022,Mark Lopez II,Kimberly Reyes,Nissan,F-150,2018,16070,0.106301818,1708.27
29-01-2023,Julie Neal,Albert Anderson,Nissan,Altima,2016,36208,0.142046047,5143.2
11-06-2022,Tammy Roberts,Angela Beck,Honda,Corolla,2013,35586,0.063836494,2271.69
02-08-2022,Margaret Watson,James Johnson,Toyota,Altima,2022,31426,0.149614421,4701.78
20-12-2022,Michael Edwards,Ryan Pena,Honda,Altima,2019,29073,0.050151862,1458.07
12-09-2022,Scott Jackson,Thomas Williams,Toyota,F-150,2016,26114,0.070606097,1843.81
10-03-2023,Lisa Douglas,Sara Haynes,Nissan,F-150,2014,38376,0.127681455,4899.9
12-04-2023,Michelle Wright,Derek Payne,Nissan,Civic,2013,45307,0.134507069,6094.11
02-07-2022,Christopher Richards,Monica Kim,Nissan,Civic,2019,37593,0.12604868,4738.55
09-07-2022,Jimmy Lopez,Elizabeth Mejia,Nissan,Civic,2022,42061,0.14251397,5994.28
10-10-2022,Traci Frederick,Jon Butler,Chevrolet,F-150,2020,28696,0.117632185,3375.57
03-10-2022,Nicole Patel,April Meyer,Toyota,Corolla,2015,27586,0.13959596,3850.89
02-06-2022,Benjamin Stewart,Stephen Miller,Chevrolet,Civic,2010,33560,0.14723095,4941.07
04-10-2022,Michael Payne,Angel Cox,Ford,Altima,2019,23141,0.052175628,1207.4
27-01-2023,Michael Hinton,Kimberly Adkins,Honda,F-150,2018,41143,0.097716065,4020.33
28-04-2023,Cynthia Castaneda,Grace Mason,Nissan,Silverado,2012,26275,0.112742778,2962.32
09-01-2023,Todd Schmidt,Jennifer Scott,Chevrolet,Civic,2014,14142,0.06325109,894.5
04-09-2022,John Baker,Mrs. Amy Wilson,Nissan,F-150,2022,41088,0.056788911,2333.34
21-10-2022,Donald Johnson,Erik Kramer,Toyota,Civic,2018,35515,0.129874626,4612.5
25-01-2023,Ann Gonzalez,Kimberly Marquez,Chevrolet,Corolla,2012,11372,0.12054479,1370.84
03-06-2022,Michael Hall,Rachel Ramirez,Toyota,Civic,2020,38716,0.056698226,2195.13
13-08-2022,Carrie Cobb,Lauren Hudson,Honda,Civic,2010,25613,0.068545251,1755.65
12-04-2023,Steve Myers,Mr. David Juarez,Toyota,F-150,2010,34536,0.145791802,5035.07
13-02-2023,Christopher Glass,Susan Day,Toyota,Silverado,2019,31684,0.060980434,1932.1
13-04-2023,William Petty,Phillip Schroeder,Toyota,Civic,2020,44116,0.084598978,3732.17
18-04-2023,Thomas Luna,Peter Glenn,Ford,Silverado,2014,11307,0.086276837,975.53
03-05-2022,Karen Ali,Gabrielle Esparza,Honda,Silverado,2012,11764,0.08333212,980.32
06-02-2023,Tammy Ayala,George Hood,Toyota,Civic,2020,34739,0.095568877,3319.97
24-02-2023,Anna Webster,Cynthia Davis,Honda,Civic,2014,22849,0.120922917,2762.97
08-03-2023,Shannon Strong,Jeffrey Obrien,Toyota,Altima,2022,36142,0.124955527,4516.14
22-01-2023,Andrew Wilson,Sarah King,Nissan,Corolla,2015,35625,0.122608417,4367.92
31-01-2023,Adam Mcgee,Robert Carlson,Toyota,Altima,2015,36029,0.101197826,3646.06
30-12-2022,Antonio Flores,Kimberly Ballard,Nissan,Silverado,2019,44109,0.071700146,3162.62
16-03-2023,Dennis Green,Brett Sanchez,Chevrolet,Silverado,2011,13878,0.092948968,1289.95
07-09-2022,Teresa Wright,Michael Crosby,Chevrolet,Civic,2013,38257,0.148398842,5677.29
12-02-2023,Allison Holmes,Mark Foster,Ford,Civic,2010,25597,0.095320952,2439.93
12-06-2022,Michelle Riley,Nicole Bryant,Nissan,Corolla,2010,43639,0.086508713,3775.15
09-11-2022,Casey Stewart,Jill Fitzpatrick,Chevrolet,Civic,2018,10720,0.120086398,1287.33
26-10-2022,Michael Branch,Eric Rodriguez,Toyota,Corolla,2011,13397,0.056622905,758.58
07-11-2022,Misty Stewart,Jose Miles,Toyota,F-150,2015,16215,0.097567749,1582.06
21-11-2022,Jerry Mitchell,Felicia Spencer,Ford,Civic,2017,44666,0.144882937,6471.34
01-05-2023,Mario Matthews,Jay Jensen,Ford,Altima,2015,42569,0.073456681,3126.98
28-04-2023,Dr. Michael Harrison Jr.,Trevor Kemp,Chevrolet,F-150,2020,45132,0.138457279,6248.85
22-12-2022,Shari Herman,Tina Alvarez,Chevrolet,F-150,2020,34786,0.094189024,3276.46
07-11-2022,Jason Ford,Lisa Villarreal,Honda,Silverado,2021,36849,0.124490282,4587.34
10-12-2022,Matthew Stark,Traci Irwin,Honda,Silverado,2020,33046,0.055053931,1819.31
08-10-2022,Logan Pierce,Jonathan Crawford,Ford,Civic,2011,41547,0.128296681,5330.34
29-01-2023,Michael Watts,Rose Martinez,Ford,Civic,2017,35912,0.096000562,3447.57
04-07-2022,Victoria Green,Christopher Anderson,Ford,Altima,2019,19285,0.114668022,2211.37
07-02-2023,Shannon Adams,Holly Bullock,Nissan,Civic,2021,28827,0.102637372,2958.73
19-12-2022,Kevin Walker,Rachel Bishop,Ford,Civic,2022,19935,0.05087416,1014.18
28-04-2023,Susan Powell,Stacey Jensen,Honda,Corolla,2015,11853,0.106785962,1265.73
30-09-2022,Erin Scott,Bethany Dawson,Chevrolet,Corolla,2011,47776,0.098259781,4694.46
25-06-2022,Michael Davies,April Smith,Chevrolet,Silverado,2022,24993,0.148049462,3700.2
06-08-2022,Jasmine Webb,Kristin Kelley,Toyota,Civic,2019,30835,0.100074724,3085.8
13-01-2023,Carla Hawkins,Ronald Johnson,Chevrolet,Silverado,2018,16528,0.094044388,1554.37
10-03-2023,Andrew Jones,Steven Chavez,Chevrolet,Corolla,2013,15782,0.104116949,1643.17
16-08-2022,John Greene,Melissa Carlson,Honda,F-150,2016,24391,0.073693585,1797.46
22-11-2022,Mr. Thomas Myers,Thomas Cherry,Honda,Silverado,2016,47832,0.05784781,2766.98
29-06-2022,Stephanie Smith,Laura Anderson,Honda,Silverado,2022,38477,0.109785415,4224.21
23-02-2023,David Cruz,Whitney Rivera,Nissan,Civic,2012,44377,0.144863764,6428.62
07-01-2023,Jack House,Nicolas Leblanc,Nissan,Civic,2021,46737,0.123416378,5768.11
10-11-2022,Sandra Shepard,Jason Gonzalez,Nissan,Altima,2013,42922,0.132500168,5687.17
08-06-2022,Robert Silva,James Flores,Honda,Corolla,2013,36800,0.087982147,3237.74
10-01-2023,Jose Williams,Seth Copeland,Honda,F-150,2021,35523,0.081455095,2893.53
25-11-2022,Amanda Jordan,Kelly Stewart,Toyota,Civic,2012,17322,0.102067551,1768.01
30-10-2022,Marcus Hudson,Christopher Mendez,Nissan,Civic,2020,25095,0.076514386,1920.13
01-10-2022,Alyssa Orozco,Rachel Sanchez,Nissan,Altima,2020,48926,0.056352091,2757.08
14-10-2022,Jennifer Dean,Diane Campbell,Ford,Silverado,2011,36055,0.131303464,4734.15
15-02-2023,Michael Walker,Derek Cooper,Honda,F-150,2017,44213,0.072372555,3199.81
20-07-2022,Clayton Jordan,Corey Wells,Chevrolet,Corolla,2017,36618,0.129671379,4748.31
25-03-2023,Kevin Jordan,Sandra Bell,Toyota,Altima,2019,36344,0.088029867,3199.36
16-07-2022,Adrian Hunter,Eddie Diaz,Ford,Corolla,2010,32240,0.09295824,2996.97
03-02-2023,Anthony Green,John Cooke,Honda,Civic,2010,24282,0.14285257,3468.75
12-05-2022,Brandon Barnes,Mr. Joshua Douglas,Toyota,Altima,2022,35991,0.080473367,2896.32
02-10-2022,Susan Hall,David Baker,Chevrolet,F-150,2013,48504,0.149481267,7250.44
15-03-2023,Julie Howard,Kimberly Bradley,Chevrolet,Civic,2021,12021,0.104905137,1261.06
24-10-2022,Michael Delgado,Erika George,Nissan,Corolla,2014,31661,0.078504494,2485.53
24-11-2022,Jeffrey Skinner,Megan Fletcher,Honda,Civic,2014,13345,0.095298088,1271.75
15-08-2022,Matthew Padilla,Hannah Smith,Ford,Civic,2010,35942,0.072339046,2600.01
15-01-2023,Jasmine Moss,Cesar Rogers,Nissan,F-150,2018,17711,0.079202017,1402.75
11-05-2022,Brittany Thompson,Richard Ramirez,Chevrolet,Corolla,2014,48146,0.129767773,6247.8
22-04-2023,Joseph Hanson,Lisa Bell,Honda,Corolla,2016,34960,0.109515186,3828.65
17-05-2022,Douglas Trevino,William James,Nissan,Silverado,2015,20519,0.124309093,2550.7
07-04-2023,Michele Brooks,Natalie Tucker,Toyota,Silverado,2021,49470,0.107215796,5303.97
11-04-2023,Roger Potter,Melissa Phillips,Chevrolet,Altima,2017,18370,0.076365412,1402.83
25-05-2022,Terry Blair,William Lambert,Honda,Civic,2020,21246,0.12665067,2690.82
03-03-2023,Eric Rodriguez,Christopher Barber,Chevrolet,Silverado,2012,43094,0.114345011,4927.58
19-05-2022,Nancy Benjamin,Hunter Johnson,Honda,Silverado,2016,18635,0.056054738,1044.58
11-05-2022,Dorothy Richardson,Joshua Thomas,Nissan,Silverado,2018,24915,0.057933097,1443.4
21-05-2022,Tiffany Brown,Joseph Moore,Toyota,Corolla,2018,36598,0.092367904,3380.48
26-10-2022,Lori Garza,Sheila Jarvis,Nissan,Corolla,2013,49828,0.06308809,3143.55
08-04-2023,William Lopez,Justin Cruz,Chevrolet,Silverado,2015,13658,0.055727054,761.12
08-05-2022,David James,Regina Green,Ford,Civic,2016,37355,0.053491221,1998.16
16-02-2023,George Gregory,Kathryn James,Honda,Corolla,2017,40242,0.134409481,5408.91
08-04-2023,Michael Rogers,Carolyn Haynes,Toyota,Corolla,2016,32543,0.079810177,2597.26
08-10-2022,Maria Cole,Teresa Miller,Honda,Corolla,2018,49755,0.130120202,6474.13
09-03-2023,Nancy Stanley,Joseph Jones,Toyota,Civic,2018,26074,0.056643324,1476.92
16-06-2022,Hannah Kane,Alan Rodriguez,Nissan,Corolla,2011,34087,0.067851571,2312.86
01-10-2022,Richard Beck,Matthew White,Ford,Civic,2020,18833,0.070858475,1334.48
02-11-2022,Angela Smith,Sean King,Honda,Silverado,2017,46103,0.101593695,4683.77
05-09-2022,Willie Estrada,Lauren Love,Ford,Corolla,2010,14672,0.057035737,836.83
05-07-2022,Vanessa Dean,Alison Novak,Ford,Silverado,2018,19670,0.134234594,2640.39
20-02-2023,Walter Anderson,Logan Medina,Toyota,Altima,2020,16534,0.115763161,1914.03
12-05-2022,Cynthia Garcia,Erin Potts DDS,Nissan,F-150,2017,27499,0.143569841,3948.03
12-12-2022,George Hobbs,Martha Dennis,Nissan,Silverado,2011,34538,0.120360307,4157
12-09-2022,Kevin Fox,Timothy Watson,Ford,Corolla,2021,30210,0.118414151,3577.29
04-06-2022,Jennifer Perry,Timothy Sanders,Honda,F-150,2020,38624,0.074484153,2876.88
07-10-2022,Paula Miller,Catherine Adams,Honda,Civic,2016,24234,0.096984805,2350.33
01-10-2022,Gary Williams,Jacob Horn Jr.,Honda,F-150,2020,45188,0.148843285,6725.93
01-01-2023,Mitchell Douglas,Andre Cardenas,Toyota,Civic,2020,47969,0.145885772,6997.99
31-01-2023,Renee Petty,Jacob Scott,Nissan,Corolla,2012,12790,0.148423871,1898.34
24-11-2022,Shannon Rogers,Andrew Stewart,Honda,Silverado,2014,11995,0.123553139,1482.02
19-02-2023,Katelyn Jones,Wendy Simmons,Toyota,Civic,2017,39756,0.123192079,4897.62
22-06-2022,Matthew Bailey,Steven Mckenzie,Toyota,Altima,2015,33458,0.072907808,2439.35
17-02-2023,Dan Brown,Jonathan Powers,Honda,Civic,2010,11793,0.076326298,900.12
15-09-2022,Sarah Johnson,Adrienne Lopez,Ford,Civic,2020,21512,0.068389964,1471.2
29-09-2022,Eileen Lambert,Debbie Parrish,Honda,Civic,2012,19287,0.060347441,1163.92
04-05-2022,James Dalton,Lisa Martinez,Chevrolet,Corolla,2010,29824,0.078929424,2353.99
11-11-2022,Cristian Scott,Daniel Cole,Honda,Altima,2021,19238,0.132249671,2544.22
21-08-2022,April Peterson,James Moreno,Toyota,Altima,2019,32380,0.080131302,2594.65
15-08-2022,Michelle Zimmerman,Kathryn Smith,Chevrolet,Civic,2011,13612,0.066240354,901.66
13-11-2022,Chelsea Conrad,Rachel Tyler,Toyota,Altima,2022,18572,0.063319664,1175.97
08-09-2022,Jason Suarez,Matthew Williams,Ford,Corolla,2015,49999,0.060378775,3018.88
05-04-2023,Alex Diaz,Scott Spencer,Honda,Altima,2016,36549,0.051639982,1887.39
02-05-2022,Natasha Stokes,Brian Brown,Toyota,Civic,2018,37232,0.07114532,2648.88
14-10-2022,Victoria Mccullough,Monica Garner,Honda,Silverado,2013,31738,0.131547848,4175.07
21-07-2022,Ryan Anderson,Eric Brady,Chevrolet,Civic,2021,39459,0.06801837,2683.94
